 {'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京自如友家资产管理有限公司', '职位': 'PHP工程师'}
{'薪资': '20k-30k', '工作经验': '5-10年', '公司名称': '北京有趣有爱信息技术有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '北京影谱科技股份有限公司', '职位': 'PHP高级工程师'}
{'薪资': '18k-30k', '工作经验': '1-3年', '公司名称': '北京陌陌科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '18k-30k', '工作经验': '3-5年', '公司名称': '洛客科技有限公司', '职位': '高级PHP工程师'}
{'薪资': '15k-30k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '北京卓众出版有限公司', '职位': 'PHP开发'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '全美在线（北京）教育科技股份有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '北京地球城电子商务有限公司', '职位': 'php工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京早耕田国际广告有限公司', '职位': '高级PHP工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '人人行科技有限公司', '职位': 'PHP高级研发工程师'}
{'薪资': '25k-50k', '工作经验': '5-10年', '公司名称': '北京采邑科技有限公司', '职位': 'php高级开发工程师'}
{'薪资': '8k-15k', '工作经验': '1-3年', '公司名称': '北京晨业信息技术有限公司', '职位': 'PHP软件工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京智能管家科技有限公司', '职位': 'PHP高级工程师'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '北京艾飞移动科技有限公司', '职位': 'PHP工程师'}
{'薪资': '15k-30k', '工作经验': '5-10年', '公司名称': '云智联网络科技（北京）有限公司', '职位': 'PHP工程师 (MJ000267)'}
{'薪资': '30k-60k', '工作经验': '5-10年', '公司名称': '上海谦问万答吧云计算科技有限公司', '职位': 'PHP经理'}
{'薪资': '20K-40K', '工作经验': '3-5年', '公司名称': '大连兆阳消防科技有限公司', '职位': 'php开发工程师'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '塞纳德（北京）信息技术有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京昆仑万维科技股份有限公司', '职位': '高级PHP工程师'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '上海酷萌网络科技有限公司', '职位': 'PHP运维开发工程师（国外）'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': 'php工程师（中高级）'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '北京多牛互动传媒股份有限公司', '职位': 'PHP高级工程师-CMS'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京大家玩科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '新浪网技术（中国）有限公司', '职位': 'go/php开发工程师'}
{'薪资': '18k-26k', '工作经验': '3-5年', '公司名称': '北京米尼科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京盖娅互娱网络科技股份有限公司', '职位': 'PHP工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京车和家信息技术有限责任公司', '职位': 'PHP/Laravel/Vue全栈工程师'}
{'薪资': '20k-25k', '工作经验': '5-10年', '公司名称': '北京好欣晴移动医疗科技有限公司', '职位': 'PHP开发主管'}
{'薪资': '8k-15k', '工作经验': '3-5年', '公司名称': '先锋智道（北京）科技有限公司', '职位': 'PHP'}
{'薪资': '13k-26k', '工作经验': '应届毕业生', '公司名称': '小船出海教育科技（北京）有限公司', '职位': '19校招-PHP研发工程师'}
{'薪资': '15k-25k', '工作经验': '5-10年', '公司名称': '北京安高盟科技服务有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '北京悠悠科技有限公司', '职位': 'PHP兼职工程师'}
{'薪资': '18k-25k', '工作经验': '3-5年', '公司名称': '北京复创时代科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '上海一起作业信息科技有限公司', '职位': '高级PHP开发工程师（小学业务)'}
{'薪资': '13k-25k', '工作经验': '不限', '公司名称': '北京隐力场科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '奇虎360科技有限公司', '职位': 'PHP后台开发工程师'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '湖南极果生态农业发展有限公司', '职位': 'PHP高级'}
{'薪资': '25k-45k', '工作经验': '3-5年', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '25k-40k', '工作经验': '5-10年', '公司名称': '北京快快网络技术有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '13k-25k', '工作经验': '3-5年', '公司名称': '北京云智罐科技有限公司', '职位': 'PHP工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '百度在线网络技术（北京）有限公司', '职位': 'PHP/GO高级研发工程师'}
{'薪资': '20k-35k', '工作经验': '5-10年', '公司名称': '北京三体云联科技有限公司', '职位': '高级PHP工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '智线云科技（北京）有限公司', '职位': 'PHP 中级工程师'}
{'薪资': '20k-40k', '工作经验': '1-3年', '公司名称': '北京梦想智联科技有限公司', '职位': '高级PHP研发工程师'}
{'薪资': '10k-20k', '工作经验': '不限', '公司名称': '北京世纪好未来教育科技有限公司', '职位': 'php开发工程师（2018年校招）'}
{'薪资': '35k-70k', '工作经验': '5-10年', '公司名称': '天元（宜昌）胶粘剂科技有限公司', '职位': '高级PHP研发工程师'}
{'薪资': '15k-25k', '工作经验': '5-10年', '公司名称': '北京非凡影界文化传媒股份有限公司', '职位': 'PHP高级开发人员'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京拍店电子商务有限公司', '职位': 'PHP后台开发'}
{'薪资': '24k-48k', '工作经验': '3-5年', '公司名称': '新浪网技术（中国）有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '16k-30k', '工作经验': '1-3年', '公司名称': '艾普拉斯投资顾问（北京）有限公司', '职位': 'PHP中级工程师'}
{'薪资': '25k-35k', '工作经验': '3-5年', '公司名称': '链家网（北京）科技有限公司', '职位': 'PHP架构师（ZYGX002）'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '中文好利（北京）科技有限公司', '职位': 'PHP开发'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '纳米丽（北京）科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '不限', '公司名称': '环球时报在线（北京）文化传播有限公司', '职位': 'PHP开发工程师'}
{'薪资': '29k-55k', '工作经验': '1-3年', '公司名称': '百度在线网络技术（北京）有限公司', '职位': 'PHP高级研发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京中顺科企业管理咨询服务有限公司', '职位': '高级php'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '8k-16k', '工作经验': '应届毕业生', '公司名称': '摩尔星灵（北京）网络科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京数币科技有限公司', '职位': 'PHP 高级开发工程师'}
{'薪资': '15K-30K', '工作经验': '3-5年', '公司名称': '北京创易文化传媒有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '18k-28k', '工作经验': '3-5年', '公司名称': '北京陌陌科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '18k-35k', '工作经验': '5-10年', '公司名称': '北京点石经纬科技有限公司', '职位': 'PHP工程师—商城方向'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '北京值得买科技股份有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-16k', '工作经验': '不限', '公司名称': '艾普拉斯投资顾问（北京）有限公司', '职位': '初级php开发工程师'}
{'薪资': '25k-40k', '工作经验': '3-5年', '公司名称': '厦门美图之家科技有限公司', '职位': '【急招】高级PHP开发工程师-北京'}
{'薪资': '25k-35k', '工作经验': '3-5年', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': 'PHP开发工程师-TQT'}
{'薪资': '12k-20k', '工作经验': '1-3年', '公司名称': '阿基米米科技（北京）有限公司', '职位': 'PHP研发工程师'}
{'薪资': '20k-36k', '工作经验': '1-3年', '公司名称': '北京艾飞移动科技有限公司', '职位': 'PHP工程师'}
{'薪资': '25k-30k', '工作经验': '应届毕业生', '公司名称': '北京科创恒利科技有限公司', '职位': 'php高级开发工程师(J10134)'}
{'薪资': '15k-25k', '工作经验': '5-10年', '公司名称': '北京知嘛文化传播有限公司', '职位': '资深PHP开发工程师'}
{'薪资': '15k-20k', '工作经验': '1-3年', '公司名称': '北京极客创游科技有限公司', '职位': 'php开发工程师'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '大特保商务信息咨询（上海）有限公司', '职位': '高级PHP（技术经理）'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京找树网科技股份有限公司', '职位': 'PHP工程师'}
{'薪资': '35k-65k', '工作经验': '5-10年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': 'PHP技术架构专家'}
{'薪资': '4k-6k', '工作经验': '1-3年', '公司名称': '朗创信息产业有限公司', '职位': 'PHP'}
{'薪资': '10k-15k', '工作经验': '3-5年', '公司名称': '北京新思络科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '新余嘉壮投资管理有限公司', '职位': 'PHP开发工程师'}
{'薪资': '12k-20k', '工作经验': '3-5年', '公司名称': '北京简单科技有限公司', '职位': '中级PHP开发'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京米尼科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '8k-15k', '工作经验': '1-3年', '公司名称': '发现时空（北京）信息技术有限公司', '职位': 'PHP工程师'}
{'薪资': '15k-22k', '工作经验': '3-5年', '公司名称': '北京米尼科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '北京简单科技有限公司', '职位': '高级PHP开发'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京云途时代影业科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '12k-18k', '工作经验': '1-3年', '公司名称': '北京广盛居大槐树贸易有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-25k', '工作经验': '5-10年', '公司名称': '北京好欣晴移动医疗科技有限公司', '职位': '高级php开发工程师'}
{'薪资': '10k-15k', '工作经验': '3-5年', '公司名称': '权普(北京)科技有限公司', '职位': 'PHP工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '深圳普瑞生科技有限公司', '职位': 'PHP/laraver高级工程师'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '环球赛乐（北京）科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '8k-16k', '工作经验': '1-3年', '公司名称': '北京华电天达科技有限责任公司', '职位': 'PHP开发工程师'}
{'薪资': '13k-25k', '工作经验': '1-3年', '公司名称': '深圳极简网络科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '15k-25k', '工作经验': '不限', '公司名称': '百度在线网络技术（北京）有限公司', '职位': 'PHP服务端研发工程师'}
{'薪资': '25k-40k', '工作经验': '5-10年', '公司名称': '北京云动数字媒体技术有限公司', '职位': '资深PHP专家'}
{'薪资': '30k-50k', '工作经验': '1-3年', '公司名称': '抱抱（北京）信息技术有限公司', '职位': '高级PHP工程师'}
{'薪资': '16k-30k', '工作经验': '3-5年', '公司名称': '艾普拉斯投资顾问（北京）有限公司', '职位': 'PHP高级工程师'}
{'薪资': '25k-35k', '工作经验': '3-5年', '公司名称': '厦门美图之家科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '北京亿客财富信息技术服务有限公司', '职位': '资深PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '北京卉格苑科技有限公司', '职位': 'PHP'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '香港戴斯克商务有限公司', '职位': 'PHP高级工程师'}
{'薪资': '20k-35k', '工作经验': '5-10年', '公司名称': '北京八维研修学院', '职位': 'php教学研发经理'}
{'薪资': '18k-30k', '工作经验': '5-10年', '公司名称': '北京百乘传媒技术有限公司', '职位': '高级PHP工程师'}
{'薪资': '18k-35k', '工作经验': '3-5年', '公司名称': '北京斗米优聘科技发展有限公司', '职位': '高级PHP研发工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '北京触通科技有限公司', '职位': 'PHP工程师'}
{'薪资': '13k-26k', '工作经验': '1-3年', '公司名称': '北京豆果信息技术有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-26k', '工作经验': '3-5年', '公司名称': '北京街创空间科技有限公司', '职位': 'php工程师'}
